Course Number,Course Name,Days,Time,Start/End Date,Location,County,Course Type,Course Description,Status of Section,Book Link
MEF  203  02,Tube Welding/Forming,Thur,9:00 AM - 4:25 PM,10/27/2025 - 12/19/2025,Auburn Campus,Androscoggin,Classroom,"MEF 203 Tube Welding/Forming 2 Credits (.5 Lecture 1 Lab .5 Shop) 4 Hrs./Wk. (.5 Hr. Lecture 2 Hrs. Lab 1.5 Hrs. Shop) *15 wks This course will provide students with the essential skills and knowledge required for precision welding in the fabrication of tubes and pipes. As tube and pipe welding are critical components in various industries such as manufacturing, construction, and energy, this course is designed to prepare students for the unique challenges and opportunities presented by these applications.",OPEN,Link
MEF  204  01,CNC Plasma,Tue,8:00 AM - 8:55 AM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"MEF 204 CNC Plasma 2 Credits (.5 Lecture 1 Lab .5 Shop) 4 Hrs./Wk. (.5 Hr. Lecture 2 Hrs. Lab 1.5 Hrs. Shop) *15 wks This course is designed to provide students with the knowledge and practical skills required to operate Computer Numerical Control (CNC) plasma-cutting machines. In today's manufacturing and fabrication industries, CNC plasma cutting plays a crucial role in precision cutting of various materials, making this course essential for individuals aspiring to excel in the field. This hands-on course combines theoretical instruction with practical application, offering students a comprehensive education in CNC plasma cutting operations.",OPEN,Link
MEF  204  01,CNC Plasma,Tue,9:00 AM - 4:25 PM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"MEF 204 CNC Plasma 2 Credits (.5 Lecture 1 Lab .5 Shop) 4 Hrs./Wk. (.5 Hr. Lecture 2 Hrs. Lab 1.5 Hrs. Shop) *15 wks This course is designed to provide students with the knowledge and practical skills required to operate Computer Numerical Control (CNC) plasma-cutting machines. In today's manufacturing and fabrication industries, CNC plasma cutting plays a crucial role in precision cutting of various materials, making this course essential for individuals aspiring to excel in the field. This hands-on course combines theoretical instruction with practical application, offering students a comprehensive education in CNC plasma cutting operations.",OPEN,Link
MEF  204  02,CNC Plasma,Thur,8:00 AM - 8:55 AM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"MEF 204 CNC Plasma 2 Credits (.5 Lecture 1 Lab .5 Shop) 4 Hrs./Wk. (.5 Hr. Lecture 2 Hrs. Lab 1.5 Hrs. Shop) *15 wks This course is designed to provide students with the knowledge and practical skills required to operate Computer Numerical Control (CNC) plasma-cutting machines. In today's manufacturing and fabrication industries, CNC plasma cutting plays a crucial role in precision cutting of various materials, making this course essential for individuals aspiring to excel in the field. This hands-on course combines theoretical instruction with practical application, offering students a comprehensive education in CNC plasma cutting operations.",OPEN,Link
MEF  204  02,CNC Plasma,Thur,9:00 AM - 4:25 PM,09/02/2025 - 10/24/2025,Auburn Campus,Androscoggin,Classroom,"MEF 204 CNC Plasma 2 Credits (.5 Lecture 1 Lab .5 Shop) 4 Hrs./Wk. (.5 Hr. Lecture 2 Hrs. Lab 1.5 Hrs. Shop) *15 wks This course is designed to provide students with the knowledge and practical skills required to operate Computer Numerical Control (CNC) plasma-cutting machines. In today's manufacturing and fabrication industries, CNC plasma cutting plays a crucial role in precision cutting of various materials, making this course essential for individuals aspiring to excel in the field. This hands-on course combines theoretical instruction with practical application, offering students a comprehensive education in CNC plasma cutting operations.",OPEN,Link
MET  111  01,Medical Terminology,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"MET 111 Medical Terminology 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This is an entry level medical terminology course designed to introduce the student to terms and language commonly found in the medical and health care professions. The student builds vocabulary through the study of word structure by learning prefixes, suffixes and root words.",OPEN,Link
MET  111  02,Medical Terminology,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"MET 111 Medical Terminology 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks This is an entry level medical terminology course designed to introduce the student to terms and language commonly found in the medical and health care professions. The student builds vocabulary through the study of word structure by learning prefixes, suffixes and root words.",OPEN,Link
MUS  101  01,Music Apprec and History,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"MUS 101 Music Appreciation and History 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks Music Appreciation and History is a one-semester survey of the Western music tradition, from the chant of the Middle Ages to the art music of this century. It includes study of the major composers, genres, and forms of each period. An understanding of musical style through repeated listening is a primary goal of the class.",OPEN,Link
MUS  101  02,Music Apprec and History,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"MUS 101 Music Appreciation and History 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs. Lecture) *15 wks Music Appreciation and History is a one-semester survey of the Western music tradition, from the chant of the Middle Ages to the art music of this century. It includes study of the major composers, genres, and forms of each period. An understanding of musical style through repeated listening is a primary goal of the class.",OPEN,Link
MUS  111  01,Listening to Jazz,,-,09/02/2025 - 12/19/2025,Online,Online,Online,"MUS 111 Listening to Jazz 3 Credits (3 Lecture 0 Lab 0 Shop) 3 Hrs/Wk (3 Hrs Lecture) *15 wks In this course the student will be able to demonstrate an understanding of the following concepts: The correct terms and usage to describe the fundamental musical elements of jazz, the origins of jazz and the characteristics of key stylistic periods from the music’s inception until the present, the seminal artists and their important contributions. The students will be able to demonstrate the ability to aurally recognize key historical styles of jazz, aurally recognize seminal jazz artists and corresponding masterworks as studied during the course; write and speak coherently about jazz, using appropriate, basic terminology.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Mon,7:00 AM - 12:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Tue,12:30 PM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Wed,11:30 AM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Fri,8:00 AM - 2:25 PM,09/02/2025 - 09/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Fri,7:00 AM - 2:25 PM,09/26/2025 - 10/24/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  01,Foundations of Nursing Care/Adults,Fri,7:00 AM - 4:25 PM,10/31/2025 - 12/19/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Mon,1:00 PM - 6:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Tue,12:30 PM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Wed,11:30 AM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Fri,8:00 AM - 2:25 PM,09/02/2025 - 09/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Fri,7:00 AM - 2:25 PM,09/26/2025 - 10/24/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  02,Foundations of Nursing Care/Adults,Fri,7:00 AM - 4:25 PM,10/31/2025 - 12/19/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Thur,7:00 AM - 12:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Tue,1:00 PM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Wed,11:30 AM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Fri,8:00 AM - 2:25 PM,09/02/2025 - 09/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Fri,7:00 AM - 2:25 PM,09/26/2025 - 10/24/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  03,Foundations of Nursing Care/Adults,Fri,7:00 AM - 4:25 PM,10/31/2025 - 12/19/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Tue,12:30 PM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Wed,11:00 AM - 2:25 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Thur,1:00 PM - 6:55 PM,09/02/2025 - 12/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Fri,8:00 AM - 2:25 PM,09/02/2025 - 09/19/2025,Auburn Campus,Androscoggin,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Fri,7:00 AM - 2:25 PM,09/26/2025 - 10/24/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  04,Foundations of Nursing Care/Adults,Fri,7:00 AM - 4:25 PM,10/31/2025 - 12/19/2025,n/a,Off Campus,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Tue,12:30 PM - 2:25 PM,09/02/2025 - 12/19/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Wed,11:30 AM - 2:25 PM,09/02/2025 - 12/19/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Thur,8:00 AM - 1:55 PM,09/02/2025 - 12/19/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Fri,8:00 AM - 2:25 PM,09/02/2025 - 09/19/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Fri,7:00 AM - 2:25 PM,09/26/2025 - 10/24/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
NUR  112  L1,Foundations of Nursing Care/Adults,Fri,7:00 AM - 4:25 PM,10/31/2025 - 12/19/2025,Lincoln County Healthcare (Damariscotta),Lincoln,Integrated Cross Listed Course,"NUR 112 Foundations of Nursing/Nursing Care of Adults 9 Credits (5 Lecture 0 Lab 4 Clinical) 17 Hours/Week (5 Hrs. Lecture 12 Hrs Clinical) *15 wks This course emphasizes the acquisition of knowledge and skills by the student for the provision of basic patient care. Major focus areas for the student include professional behaviors, communication, techniques of physical assessment, critical thinking, nursing process, patient teaching strategies and the management of time and resources for the student and the provision of care. The student uses the classroom, the laboratory and clinical areas for practice and discus sion. Prerequisites: Admission to the Nursing Program; Co-requisites: BIO 115, 116; ENG 101 or ENG 105.",OPEN,Link
